2018-11-27 04-PM,BTCUSD,3663.66,3711.89,3638.58,3704.69,553.52,2029403.39
2018-11-27 03-PM,BTCUSD,3700.6,3702,3634.82,3663.66,850.55,3116344.79
2018-11-27 02-PM,BTCUSD,3709.69,3731.7,3693.51,3700.6,518.8,1924780.57
2018-11-27 01-PM,BTCUSD,3678.56,3750,3656.71,3709.69,1191.86,4410881.82
2018-11-27 12-PM,BTCUSD,3653.36,3692.99,3629.41,3678.56,716.21,2622401.36
2018-11-27 11-AM,BTCUSD,3674.95,3696.4,3640.97,3653.36,507.0,1860320.63
2018-11-27 10-AM,BTCUSD,3655.16,3730.47,3548.76,3674.95,1768.31,6453125.3
2018-11-27 09-AM,BTCUSD,3642.52,3687.14,3611.33,3655.16,569.68,2081651.52
2018-11-27 08-AM,BTCUSD,3735.27,3744.38,3629.42,3642.52,1026.04,3777973.07
2018-11-27 07-AM,BTCUSD,3780,3800,3718,3735.27,666.81,2501327.71
2018-11-27 06-AM,BTCUSD,3732.72,3780,3708.88,3780,865.57,3243334.73
2018-11-27 05-AM,BTCUSD,3693,3767.92,3693,3732.72,875.62,3268410.58
2018-11-27 04-AM,BTCUSD,3681.46,3725.63,3656.7,3693,597.46,2204613.97
2018-11-27 03-AM,BTCUSD,3718.42,3750,3674.9,3681.46,661.98,2454729.3
2018-11-27 02-AM,BTCUSD,3681.54,3730.47,3640.88,3718.42,561.16,2069016.32
2018-11-27 01-AM,BTCUSD,3735.43,3738.75,3647.58,3681.54,718.96,2652456.03
2018-11-27 12-AM,BTCUSD,3727.34,3768,3677.68,3735.43,653.59,2432323.79
2018-11-26 11-PM,BTCUSD,3649.32,3749.15,3611.33,3727.34,1137.25,4204579.94
2018-11-26 10-PM,BTCUSD,3662.39,3710.96,3622.43,3649.32,724.46,2661673.2
2018-11-26 09-PM,BTCUSD,3635.26,3690,3566.52,3662.39,1982.58,7205148.63
2018-11-26 08-PM,BTCUSD,3779.58,3779.58,3575.44,3635.26,1721.21,6334584.78
2018-11-26 07-PM,BTCUSD,3813.65,3868.78,3760,3779.58,1467.06,5585697.55
2018-11-26 06-PM,BTCUSD,3731.74,3829.99,3700,3813.65,1110.3,4184202.31
2018-11-26 05-PM,BTCUSD,3752.99,3805.74,3712.66,3731.74,1010.91,3798971.28
2018-11-26 04-PM,BTCUSD,3685.37,3786.78,3522.28,3752.99,2232.85,8158045.47
2018-11-26 03-PM,BTCUSD,3753.69,3766.52,3684.19,3685.37,799.65,2981993.46
2018-11-26 02-PM,BTCUSD,3827.93,3849.6,3700,3753.69,1772.87,6665174.57
2018-11-26 01-PM,BTCUSD,3903.89,3921.36,3818.7,3827.93,910.04,3530181.98
2018-11-26 12-PM,BTCUSD,3931.92,3931.92,3872.84,3903.89,584.78,2284242.75
2018-11-26 11-AM,BTCUSD,3917.37,3958.81,3891.96,3931.92,670.66,2635450.57
2018-11-26 10-AM,BTCUSD,3891.53,3950.98,3887.96,3917.37,623.78,2446155.46
